memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0874,U136,2024-11-27 14:34:46,User wants to become an AI engineer,personal_info,6.4,6.3,"AI, learning, career","[-0.3134, -0.4786, 0.1749, 0.9738, -0.0731]",chatbot,2025-03-18 14:34:46,14,0.71,"technology, education","M0126, M0059",negative,0.91
M0875,U040,2025-03-30 14:34:46,User wants to become an AI engineer,event,3.0,1.1,"AI, learning, career","[-0.8862, 0.5974, 0.9709, -0.4982, 0.1941]",voice,2025-06-09 14:34:46,14,0.2,"technology, education","M0200, M0673",negative,0.8
M0876,U119,2026-02-04 14:34:46,User practices coding daily,event,9.4,1.9,"AI, learning, career","[0.3622, 0.1938, 0.4789, 0.3351, -0.7085]",document,2026-05-19 14:34:46,8,0.01,"technology, education","M0473, M0436",positive,0.65
M0877,U148,2026-02-19 14:34:46,User wants to become an AI engineer,project,9.0,2.9,"AI, learning, career","[0.5287, -0.3421, 0.2553, 0.7042, 0.7871]",chatbot,2026-05-12 14:34:46,9,0.46,"technology, education","M0210, M0394",negative,0.88
M0878,U189,2024-08-06 14:34:46,User is building an AI memory engine,personal_info,5.1,8.8,"AI, learning, career","[-0.4038, -0.687, -0.4423, 0.0961, -0.8014]",image,2024-11-01 14:34:46,19,0.28,"technology, education","M0908, M0086",negative,0.85
M0879,U072,2024-11-12 14:34:46,User is building an AI memory engine,personal_info,2.6,1.5,"AI, learning, career","[0.1324, 0.9475, -0.6109, -0.1754, -0.4015]",voice,2025-02-16 14:34:46,18,0.57,"technology, education","M0501, M0809",positive,0.61
M0880,U242,2026-04-10 14:34:46,User completed a cloud computing project,skill,5.1,7.6,"AI, learning, career","[-0.0593, -0.7648, -0.5782, -0.3083, -0.2775]",voice,2026-06-10 14:34:46,14,0.99,"technology, education","M0767, M0312",positive,0.65
M0881,U076,2024-08-12 14:34:46,User completed a cloud computing project,project,2.8,1.6,"AI, learning, career","[-0.7113, -0.68, -0.9033, -0.459, 0.1985]",image,2024-10-22 14:34:46,7,0.1,"technology, education","M0015, M0945",negative,0.56
M0882,U203,2025-04-08 14:34:46,User is building an AI memory engine,career_goal,6.0,2.3,"AI, learning, career","[0.7255, -0.9738, -0.9753, 0.7974, -0.3725]",document,2025-05-15 14:34:46,7,0.45,"technology, education","M0110, M0744",positive,0.92
M0883,U047,2025-08-14 14:34:46,User practices coding daily,personal_info,7.1,5.3,"AI, learning, career","[0.8523, -0.9758, 0.1478, -0.6586, 0.9979]",document,2025-11-20 14:34:46,1,0.93,"technology, education","M0137, M0408",neutral,0.92
M0884,U077,2025-07-28 14:34:46,User practices coding daily,study,4.7,3.1,"AI, learning, career","[-0.8211, -0.8879, -0.5545, -0.143, -0.6804]",voice,2025-08-16 14:34:46,4,0.82,"technology, education","M0653, M0717",positive,0.6
M0885,U091,2024-11-09 14:34:46,User is building an AI memory engine,emotion,2.5,8.4,"AI, learning, career","[-0.6523, 0.3272, 0.094, -0.8946, 0.2074]",chatbot,2024-12-27 14:34:46,3,0.07,"technology, education","M0493, M0479",positive,0.73
M0886,U140,2025-06-26 14:34:46,User is building an AI memory engine,study,7.2,3.5,"AI, learning, career","[-0.5133, 0.9373, 0.2196, -0.4219, -0.8598]",image,2025-09-07 14:34:46,2,0.56,"technology, education","M0037, M0457",neutral,0.88
M0887,U047,2025-03-14 14:34:46,User is building an AI memory engine,emotion,5.4,3.9,"AI, learning, career","[-0.3533, 0.2479, -0.2002, -0.4654, -0.72]",image,2025-05-17 14:34:46,9,0.22,"technology, education","M0093, M0938",positive,0.89
M0888,U066,2026-05-12 14:34:46,User enjoys studying machine learning,personal_info,4.7,6.9,"AI, learning, career","[0.4387, -0.9084, -0.0067, 0.2852, 0.9565]",voice,2026-08-21 14:34:46,13,0.16,"technology, education","M0016, M0742",negative,0.72
M0889,U123,2025-01-28 14:34:46,User is building an AI memory engine,career_goal,5.6,7.1,"AI, learning, career","[-0.4653, 0.6886, -0.9952, -0.6511, -0.0209]",voice,2025-04-29 14:34:46,6,0.07,"technology, education","M0790, M0377",positive,0.93
M0890,U022,2025-11-21 14:34:46,User is building an AI memory engine,relationship,3.4,4.3,"AI, learning, career","[-0.8572, -0.6507, 0.7377, -0.0413, 0.3405]",voice,2026-01-31 14:34:46,6,0.74,"technology, education","M0380, M0284",neutral,0.93
M0891,U211,2025-04-22 14:34:46,User is building an AI memory engine,relationship,1.5,5.1,"AI, learning, career","[-0.0531, 0.1348, 0.1901, -0.7471, -0.3738]",voice,2025-06-01 14:34:46,3,0.67,"technology, education","M0749, M0824",negative,0.57
M0892,U024,2024-07-01 14:34:46,User wants to become an AI engineer,habit,7.7,5.2,"AI, learning, career","[0.0051, 0.68, -0.9122, 0.0983, 0.3422]",voice,2024-10-18 14:34:46,17,0.63,"technology, education","M0360, M0476",positive,0.87
M0893,U220,2026-02-05 14:34:46,User completed a cloud computing project,study,2.6,7.8,"AI, learning, career","[-0.5853, 0.1137, -0.7849, 0.5331, -0.5899]",chatbot,2026-05-29 14:34:46,8,0.84,"technology, education","M0503, M0646",negative,0.95
M0894,U022,2025-01-21 14:34:46,User practices coding daily,habit,9.8,7.8,"AI, learning, career","[0.825, 0.6845, 0.6885, 0.12, 0.3999]",document,2025-05-04 14:34:46,19,0.9,"technology, education","M0369, M0858",negative,0.63
M0895,U083,2025-05-26 14:34:46,User is building an AI memory engine,relationship,1.1,3.4,"AI, learning, career","[0.6494, 0.079, -0.0868, -0.4492, 0.3752]",voice,2025-08-26 14:34:46,9,0.62,"technology, education","M0579, M0422",negative,0.93
M0896,U166,2026-03-08 14:34:46,User is building an AI memory engine,habit,1.7,5.3,"AI, learning, career","[0.5665, 0.2978, 0.3236, -0.9778, -0.4119]",voice,2026-06-25 14:34:46,4,0.02,"technology, education","M0025, M0407",positive,0.94
M0897,U220,2025-04-21 14:34:46,User completed a cloud computing project,career_goal,6.7,8.6,"AI, learning, career","[0.9718, 0.5076, 0.225, -0.0249, 0.3821]",voice,2025-06-06 14:34:46,20,0.75,"technology, education","M0264, M0065",negative,0.9
M0898,U241,2025-05-12 14:34:46,User practices coding daily,skill,9.4,4.3,"AI, learning, career","[0.2504, -0.2366, 0.0368, 0.6945, 0.5123]",voice,2025-07-15 14:34:46,18,0.57,"technology, education","M0361, M0779",negative,0.77
M0899,U035,2024-11-11 14:34:46,User is building an AI memory engine,personal_info,6.0,2.3,"AI, learning, career","[-0.2143, -0.2495, 0.4801, -0.6481, -0.2246]",voice,2024-12-12 14:34:46,16,0.12,"technology, education","M0585, M0374",neutral,0.58
M0900,U248,2025-05-30 14:34:46,User is building an AI memory engine,event,7.5,7.2,"AI, learning, career","[0.4841, -0.0056, 0.1645, -0.4999, -0.2059]",document,2025-09-23 14:34:46,17,0.24,"technology, education","M0270, M0875",positive,0.92
M0901,U188,2025-06-18 14:34:46,User enjoys studying machine learning,skill,2.3,4.9,"AI, learning, career","[-0.8452, 0.8931, 0.4342, 0.8154, 0.3276]",voice,2025-07-24 14:34:46,2,0.16,"technology, education","M0633, M0796",positive,0.7
M0902,U204,2026-02-09 14:34:46,User is building an AI memory engine,schedule,6.0,7.8,"AI, learning, career","[0.0757, -0.9837, -0.7694, 0.5147, 0.2632]",image,2026-04-30 14:34:46,0,0.29,"technology, education","M0467, M0121",negative,0.85
M0903,U062,2025-04-12 14:34:46,User is building an AI memory engine,project,5.0,6.1,"AI, learning, career","[0.5915, -0.5296, -0.0658, 0.3144, -0.0702]",image,2025-05-22 14:34:46,19,0.91,"technology, education","M0723, M0580",positive,0.54
M0904,U137,2024-10-28 14:34:46,User wants to become an AI engineer,schedule,6.8,1.2,"AI, learning, career","[-0.4111, -0.8852, -0.5693, 0.065, -0.8906]",image,2024-12-30 14:34:46,0,0.44,"technology, education","M0398, M0844",neutral,0.6
M0905,U236,2026-03-12 14:34:46,User practices coding daily,career_goal,3.1,5.2,"AI, learning, career","[-0.7584, -0.949, -0.3449, 0.9974, 0.0467]",voice,2026-04-20 14:34:46,13,0.15,"technology, education","M0309, M0268",neutral,0.9
M0906,U102,2024-10-20 14:34:46,User wants to become an AI engineer,skill,9.5,2.4,"AI, learning, career","[0.9655, -0.4625, 0.059, 0.0777, 0.8036]",image,2025-01-19 14:34:46,9,0.25,"technology, education","M0974, M0779",negative,0.64
M0907,U066,2025-01-14 14:34:46,User enjoys studying machine learning,study,1.0,8.7,"AI, learning, career","[-0.9938, 0.1023, 0.0054, -0.2039, -0.314]",chatbot,2025-02-06 14:34:46,18,0.53,"technology, education","M0865, M0819",neutral,0.95
M0908,U058,2026-01-09 14:34:46,User is building an AI memory engine,event,2.7,6.4,"AI, learning, career","[0.7402, -0.3471, -0.9472, 0.5548, -0.3121]",image,2026-03-06 14:34:46,0,0.34,"technology, education","M0384, M0944",negative,0.75
M0909,U189,2026-05-09 14:34:46,User completed a cloud computing project,relationship,4.0,3.2,"AI, learning, career","[0.4478, -0.7668, -0.0184, -0.7433, 0.428]",voice,2026-07-19 14:34:46,8,0.07,"technology, education","M0931, M0277",positive,0.6
M0910,U248,2026-03-26 14:34:46,User completed a cloud computing project,emotion,6.8,4.5,"AI, learning, career","[0.7647, -0.7511, 0.7743, 0.7423, -0.5036]",image,2026-07-03 14:34:46,17,0.3,"technology, education","M0854, M0234",positive,0.57
M0911,U042,2024-07-28 14:34:46,User completed a cloud computing project,skill,9.5,3.6,"AI, learning, career","[0.2326, -0.8378, -0.9895, 0.209, 0.6374]",image,2024-08-08 14:34:46,9,0.44,"technology, education","M0669, M0318",neutral,0.94
M0912,U072,2025-03-29 14:34:46,User completed a cloud computing project,study,7.2,4.4,"AI, learning, career","[-0.4565, 0.3162, -0.2821, -0.4888, 0.8228]",document,2025-03-30 14:34:46,2,0.61,"technology, education","M0423, M0770",negative,0.78
M0913,U110,2024-12-21 14:34:46,User practices coding daily,project,4.0,3.4,"AI, learning, career","[0.6616, -0.508, -0.6356, 0.6002, -0.0939]",chatbot,2025-03-02 14:34:46,7,0.17,"technology, education","M0862, M0015",neutral,0.66
M0914,U041,2025-07-08 14:34:46,User enjoys studying machine learning,emotion,9.5,8.3,"AI, learning, career","[-0.9358, 0.7306, -0.8683, -0.7987, 0.9314]",voice,2025-10-18 14:34:46,18,0.86,"technology, education","M0135, M0570",negative,0.98
M0915,U191,2025-04-14 14:34:46,User wants to become an AI engineer,personal_info,8.0,1.1,"AI, learning, career","[-0.3935, 0.8374, -0.9026, 0.3038, 0.5456]",document,2025-06-24 14:34:46,19,0.81,"technology, education","M0863, M0342",positive,0.68
M0916,U126,2025-08-03 14:34:46,User enjoys studying machine learning,project,9.0,2.1,"AI, learning, career","[0.7548, -0.2493, 0.961, 0.4101, 0.632]",chatbot,2025-08-29 14:34:46,6,0.97,"technology, education","M0588, M0329",neutral,0.71
M0917,U055,2024-12-26 14:34:46,User completed a cloud computing project,event,3.9,8.3,"AI, learning, career","[0.4786, 0.6976, -0.237, 0.3755, 0.6729]",image,2025-03-13 14:34:46,11,0.47,"technology, education","M0089, M0604",negative,0.92
M0918,U187,2025-06-25 14:34:46,User wants to become an AI engineer,event,9.9,7.1,"AI, learning, career","[0.9476, -0.7731, -0.2469, -0.3351, 0.6054]",document,2025-07-28 14:34:46,17,0.35,"technology, education","M0762, M0840",negative,0.83
M0919,U162,2025-10-27 14:34:46,User completed a cloud computing project,habit,5.1,1.1,"AI, learning, career","[0.0479, 0.707, 0.6232, 0.8967, -0.3379]",image,2026-01-03 14:34:46,11,0.71,"technology, education","M0372, M0986",positive,0.51
M0920,U075,2026-01-16 14:34:46,User wants to become an AI engineer,personal_info,6.2,4.0,"AI, learning, career","[-0.0202, -0.0306, -0.4138, 0.9334, -0.0281]",voice,2026-03-23 14:34:46,7,0.87,"technology, education","M0033, M0296",neutral,0.79
M0921,U032,2026-02-02 14:34:46,User completed a cloud computing project,event,1.5,7.1,"AI, learning, career","[-0.9312, 0.8435, 0.5791, -0.63, -0.4008]",image,2026-05-18 14:34:46,8,0.9,"technology, education","M0872, M0244",negative,0.52
M0922,U136,2024-08-14 14:34:46,User enjoys studying machine learning,relationship,9.7,5.0,"AI, learning, career","[-0.7184, 0.4779, -0.9013, -0.7226, -0.4634]",voice,2024-10-09 14:34:46,8,0.38,"technology, education","M0745, M0134",positive,0.64
M0923,U167,2024-10-12 14:34:46,User enjoys studying machine learning,skill,1.3,2.7,"AI, learning, career","[-0.2155, 0.4476, -0.8047, -0.9008, 0.5592]",voice,2024-12-01 14:34:46,12,0.58,"technology, education","M0412, M0732",positive,0.65
M0924,U209,2025-12-04 14:34:46,User practices coding daily,study,3.4,6.4,"AI, learning, career","[-0.8598, 0.0358, -0.9401, -0.6568, 0.2496]",document,2026-03-16 14:34:46,16,0.14,"technology, education","M0465, M0763",positive,0.85
M0925,U179,2024-07-13 14:34:46,User is building an AI memory engine,career_goal,2.1,1.9,"AI, learning, career","[-0.1701, 0.1868, -0.7896, -0.4011, -0.1277]",voice,2024-08-21 14:34:46,20,0.05,"technology, education","M0179, M0640",neutral,0.75
M0926,U164,2025-06-04 14:34:46,User enjoys studying machine learning,project,5.9,7.8,"AI, learning, career","[0.0954, 0.6216, 0.56, 0.6328, 0.0782]",chatbot,2025-10-02 14:34:46,0,0.22,"technology, education","M0465, M0540",positive,0.6
M0927,U196,2025-11-08 14:34:46,User enjoys studying machine learning,emotion,7.7,7.5,"AI, learning, career","[0.7817, -0.9269, -0.4576, -0.2682, -0.2446]",chatbot,2026-02-02 14:34:46,16,0.14,"technology, education","M0965, M0029",neutral,0.81
M0928,U198,2025-11-16 14:34:46,User is building an AI memory engine,personal_info,4.6,8.1,"AI, learning, career","[0.5085, 0.9435, 0.481, 0.7934, -0.1282]",voice,2025-11-24 14:34:46,16,0.97,"technology, education","M0010, M0855",neutral,0.57
M0929,U151,2026-01-09 14:34:46,User wants to become an AI engineer,skill,8.4,1.9,"AI, learning, career","[0.8131, 0.7393, -0.8935, -0.267, -0.0668]",chatbot,2026-02-17 14:34:46,15,0.36,"technology, education","M0598, M0591",positive,0.93
M0930,U121,2025-11-25 14:34:46,User completed a cloud computing project,career_goal,2.6,7.9,"AI, learning, career","[0.7278, 0.0709, 0.1997, 0.819, -0.602]",chatbot,2026-02-26 14:34:46,4,0.12,"technology, education","M0136, M0292",neutral,0.84
M0931,U200,2024-10-11 14:34:46,User enjoys studying machine learning,career_goal,2.1,6.9,"AI, learning, career","[-0.843, 0.1596, 0.1903, 0.9704, 0.3971]",chatbot,2024-12-05 14:34:46,10,0.71,"technology, education","M0960, M0118",positive,0.84
M0932,U103,2025-05-04 14:34:46,User practices coding daily,career_goal,8.0,2.3,"AI, learning, career","[0.9225, -0.0274, 0.6051, 0.9516, -0.647]",image,2025-08-05 14:34:46,3,0.89,"technology, education","M0541, M0357",negative,0.81
M0933,U086,2025-04-01 14:34:46,User is building an AI memory engine,event,3.1,6.3,"AI, learning, career","[0.2233, 0.9743, 0.9611, -0.4972, 0.0791]",image,2025-07-01 14:34:46,18,0.03,"technology, education","M0102, M0649",positive,0.63
M0934,U133,2024-11-24 14:34:46,User wants to become an AI engineer,emotion,5.8,4.0,"AI, learning, career","[0.16, 0.0262, 0.8496, 0.8981, -0.1077]",image,2025-01-05 14:34:46,2,0.24,"technology, education","M0081, M0051",positive,0.66
M0935,U208,2025-06-01 14:34:46,User completed a cloud computing project,study,9.6,5.4,"AI, learning, career","[0.7772, 0.552, -0.5571, 0.1614, -0.1909]",image,2025-07-05 14:34:46,8,0.32,"technology, education","M0263, M0477",neutral,0.74
M0936,U216,2025-11-07 14:34:46,User is building an AI memory engine,career_goal,4.9,5.6,"AI, learning, career","[-0.2483, 0.8992, 0.4045, 0.35, 0.2837]",image,2025-12-04 14:34:46,1,0.98,"technology, education","M0336, M0316",neutral,0.97
M0937,U021,2025-12-18 14:34:46,User enjoys studying machine learning,habit,3.8,5.7,"AI, learning, career","[-0.2905, -0.5391, -0.5509, -0.1749, 0.2936]",voice,2026-03-22 14:34:46,13,0.38,"technology, education","M0574, M0891",positive,0.92
M0938,U139,2026-03-31 14:34:46,User wants to become an AI engineer,event,1.3,9.8,"AI, learning, career","[-0.0542, 0.4457, -0.3813, -0.9796, 0.9902]",image,2026-07-10 14:34:46,20,0.87,"technology, education","M0298, M0643",neutral,0.68
M0939,U165,2024-07-10 14:34:46,User wants to become an AI engineer,event,3.6,8.2,"AI, learning, career","[-0.2035, 0.8257, 0.9226, 0.5099, 0.4986]",chatbot,2024-10-01 14:34:46,20,0.69,"technology, education","M0286, M0643",neutral,0.71
M0940,U220,2025-11-01 14:34:46,User practices coding daily,habit,9.1,8.7,"AI, learning, career","[0.8575, -0.9534, 0.6546, -0.7664, 0.6855]",document,2025-12-09 14:34:46,17,0.22,"technology, education","M0660, M0726",negative,0.82
M0941,U042,2025-05-20 14:34:46,User wants to become an AI engineer,schedule,5.9,2.9,"AI, learning, career","[0.3785, 0.0889, -0.4016, 0.668, -0.9211]",image,2025-06-23 14:34:46,0,0.9,"technology, education","M0941, M0144",neutral,0.56
M0942,U211,2024-11-06 14:34:46,User is building an AI memory engine,skill,1.5,1.7,"AI, learning, career","[-0.8938, 0.6745, -0.4329, -0.1213, -0.6193]",chatbot,2024-11-30 14:34:46,12,0.45,"technology, education","M0534, M0232",positive,0.74
M0943,U132,2024-09-01 14:34:46,User enjoys studying machine learning,schedule,2.4,2.6,"AI, learning, career","[0.8633, -0.6942, 0.1836, 0.814, 0.3086]",voice,2024-12-11 14:34:46,17,0.83,"technology, education","M0690, M0744",positive,0.59
M0944,U124,2024-10-29 14:34:46,User wants to become an AI engineer,career_goal,3.8,7.1,"AI, learning, career","[0.7675, 0.9368, -0.5123, 0.3845, 0.1742]",document,2024-12-26 14:34:46,15,0.69,"technology, education","M0387, M0502",positive,0.64
M0945,U235,2024-11-27 14:34:46,User enjoys studying machine learning,emotion,9.8,2.2,"AI, learning, career","[-0.7162, 0.9507, -0.1694, 0.9544, 0.4199]",document,2025-02-24 14:34:46,5,0.19,"technology, education","M0929, M0539",positive,0.64
M0946,U156,2024-08-02 14:34:46,User completed a cloud computing project,skill,4.6,1.7,"AI, learning, career","[-0.2143, -0.4491, -0.8523, 0.7543, 0.9593]",image,2024-11-02 14:34:46,20,0.95,"technology, education","M0314, M0603",positive,0.65
M0947,U192,2024-12-02 14:34:46,User enjoys studying machine learning,project,6.8,1.9,"AI, learning, career","[0.3716, 0.6508, -0.968, -0.8196, 0.2512]",document,2025-03-07 14:34:46,13,0.9,"technology, education","M0098, M0968",negative,0.6
M0948,U141,2025-07-18 14:34:46,User is building an AI memory engine,event,1.5,3.3,"AI, learning, career","[0.2286, 0.9628, 0.4269, -0.3029, -0.6878]",document,2025-08-30 14:34:46,5,0.47,"technology, education","M0787, M0494",neutral,0.58
M0949,U229,2024-07-20 14:34:46,User is building an AI memory engine,personal_info,7.0,5.3,"AI, learning, career","[-0.629, -0.2528, 0.7845, -0.0234, -0.2442]",image,2024-09-25 14:34:46,1,0.71,"technology, education","M0080, M0743",negative,0.93
M0950,U142,2026-05-09 14:34:46,User is building an AI memory engine,project,4.3,5.4,"AI, learning, career","[0.2499, 0.8049, 0.1708, 0.4505, -0.8974]",document,2026-06-25 14:34:46,18,0.54,"technology, education","M0695, M0591",positive,0.53
M0951,U169,2026-01-28 14:34:46,User completed a cloud computing project,habit,9.3,5.5,"AI, learning, career","[0.5691, 0.6243, 0.8908, -0.0523, -0.9158]",image,2026-03-03 14:34:46,19,0.81,"technology, education","M0644, M0083",neutral,0.81
M0952,U231,2025-06-26 14:34:46,User completed a cloud computing project,career_goal,1.6,2.4,"AI, learning, career","[0.8102, -0.1502, 0.6052, 0.7315, -0.7874]",image,2025-07-11 14:34:46,3,0.69,"technology, education","M0764, M0924",positive,0.87
M0953,U135,2024-09-30 14:34:46,User completed a cloud computing project,personal_info,10.0,3.6,"AI, learning, career","[0.4707, -0.7993, -0.5518, -0.5024, -0.878]",voice,2024-11-14 14:34:46,12,0.72,"technology, education","M0561, M0447",negative,0.76
M0954,U023,2025-08-13 14:34:46,User is building an AI memory engine,schedule,8.3,1.9,"AI, learning, career","[-0.7234, -0.3719, -0.9746, -0.2977, 0.9823]",image,2025-12-09 14:34:46,19,0.1,"technology, education","M0488, M0654",negative,0.86
M0955,U203,2026-02-08 14:34:46,User completed a cloud computing project,career_goal,5.5,4.2,"AI, learning, career","[0.1572, 0.6203, 0.0626, -0.1742, 0.6599]",image,2026-05-12 14:34:46,18,0.3,"technology, education","M0011, M0640",positive,0.78
M0956,U221,2025-10-11 14:34:46,User wants to become an AI engineer,study,8.9,8.4,"AI, learning, career","[0.2362, 0.6318, 0.5754, -0.5727, 0.7832]",image,2025-11-22 14:34:46,5,0.16,"technology, education","M0387, M0341",negative,0.99
M0957,U144,2025-05-25 14:34:46,User completed a cloud computing project,habit,6.8,5.9,"AI, learning, career","[0.4739, 0.0268, -0.0104, 0.8041, -0.1753]",document,2025-06-11 14:34:46,1,0.95,"technology, education","M0660, M0806",positive,0.82
M0958,U070,2025-05-13 14:34:46,User is building an AI memory engine,relationship,3.3,9.8,"AI, learning, career","[0.9464, 0.7458, 0.6464, 0.5858, 0.8466]",voice,2025-07-07 14:34:46,1,0.73,"technology, education","M0169, M0843",negative,0.57
M0959,U072,2026-01-30 14:34:46,User completed a cloud computing project,relationship,5.0,7.9,"AI, learning, career","[-0.8078, 0.0831, -0.2944, 0.6443, -0.7366]",chatbot,2026-03-24 14:34:46,5,0.1,"technology, education","M0467, M0469",positive,0.78
M0960,U235,2026-03-28 14:34:46,User completed a cloud computing project,emotion,9.3,2.9,"AI, learning, career","[0.2889, 0.0957, 0.2384, 0.1837, 0.8928]",chatbot,2026-06-20 14:34:46,3,0.71,"technology, education","M0075, M0250",positive,0.59
M0961,U186,2024-09-24 14:34:46,User completed a cloud computing project,event,5.9,3.5,"AI, learning, career","[0.1679, -0.4663, 0.988, -0.5188, -0.0491]",chatbot,2024-12-11 14:34:46,13,0.74,"technology, education","M0929, M0506",neutral,0.59
M0962,U152,2025-11-12 14:34:46,User completed a cloud computing project,project,2.7,3.6,"AI, learning, career","[0.9802, -0.1297, -0.4778, 0.3784, -0.7947]",chatbot,2026-02-05 14:34:46,19,0.59,"technology, education","M0558, M0775",negative,0.87
M0963,U209,2024-07-26 14:34:46,User is building an AI memory engine,project,2.0,6.5,"AI, learning, career","[-0.6328, 0.1702, 0.5127, 0.7463, -0.0745]",chatbot,2024-10-04 14:34:46,2,0.36,"technology, education","M0198, M0517",positive,0.52
M0964,U048,2024-08-05 14:34:46,User completed a cloud computing project,event,3.6,2.4,"AI, learning, career","[0.831, 0.0313, -0.4873, -0.0868, -0.8276]",chatbot,2024-08-20 14:34:46,16,0.33,"technology, education","M0962, M0704",neutral,0.8
M0965,U029,2026-05-12 14:34:46,User enjoys studying machine learning,relationship,2.6,2.7,"AI, learning, career","[0.5077, 0.7421, -0.9128, 0.3295, -0.4156]",chatbot,2026-07-19 14:34:46,6,0.1,"technology, education","M0674, M0125",negative,0.94
M0966,U248,2024-09-22 14:34:46,User practices coding daily,personal_info,1.9,7.2,"AI, learning, career","[0.5544, 0.1436, -0.7476, -0.4243, 0.2713]",chatbot,2024-10-22 14:34:46,15,0.14,"technology, education","M0241, M0596",negative,0.85
M0967,U127,2025-02-28 14:34:46,User completed a cloud computing project,project,3.7,4.1,"AI, learning, career","[-0.9238, -0.636, -0.2437, 0.5022, 0.7231]",image,2025-04-30 14:34:46,7,0.32,"technology, education","M0926, M0049",negative,0.77
M0968,U174,2025-12-01 14:34:46,User is building an AI memory engine,event,5.3,9.3,"AI, learning, career","[-0.1333, -0.7752, -0.7455, 0.2614, -0.2633]",chatbot,2026-01-08 14:34:46,11,0.46,"technology, education","M0321, M0331",negative,0.86
M0969,U229,2025-04-13 14:34:46,User completed a cloud computing project,career_goal,3.3,6.7,"AI, learning, career","[0.4767, 0.8146, 0.829, 0.2133, 0.5798]",chatbot,2025-07-03 14:34:46,18,0.47,"technology, education","M0573, M0613",negative,0.65
M0970,U094,2025-06-18 14:34:46,User practices coding daily,relationship,2.3,7.7,"AI, learning, career","[0.5074, -0.4444, -0.6682, -0.7412, -0.8002]",chatbot,2025-08-15 14:34:46,9,0.46,"technology, education","M0355, M0025",neutral,0.62
M0971,U015,2025-10-05 14:34:46,User wants to become an AI engineer,habit,8.9,3.2,"AI, learning, career","[-0.7786, 0.4393, 0.3827, -0.0026, -0.9172]",chatbot,2025-11-11 14:34:46,8,0.75,"technology, education","M0401, M0788",negative,0.51
M0972,U166,2025-03-02 14:34:46,User wants to become an AI engineer,emotion,2.2,5.2,"AI, learning, career","[0.5065, -0.5762, 0.5126, 0.99, 0.8323]",chatbot,2025-03-24 14:34:46,10,0.98,"technology, education","M0140, M0023",positive,0.78
M0973,U245,2026-05-10 14:34:46,User practices coding daily,project,9.6,8.1,"AI, learning, career","[0.3832, 0.4728, -0.4624, -0.206, 0.4848]",voice,2026-06-25 14:34:46,9,0.29,"technology, education","M0631, M0668",negative,0.69
M0974,U045,2025-06-23 14:34:46,User wants to become an AI engineer,project,4.3,7.7,"AI, learning, career","[-0.6204, -0.338, -0.0521, 0.348, 0.3843]",chatbot,2025-07-09 14:34:46,12,0.95,"technology, education","M0007, M0510",negative,0.55
M0975,U121,2025-04-19 14:34:46,User is building an AI memory engine,schedule,3.1,4.4,"AI, learning, career","[-0.2762, 0.7352, -0.8591, 0.4333, -0.4027]",voice,2025-06-03 14:34:46,5,0.39,"technology, education","M0334, M0430",positive,0.95
M0976,U079,2025-11-12 14:34:46,User enjoys studying machine learning,project,2.7,2.4,"AI, learning, career","[-0.7681, -0.7189, 0.4207, 0.6681, -0.9672]",image,2026-03-11 14:34:46,6,0.3,"technology, education","M0666, M0837",negative,0.78
M0977,U235,2025-11-18 14:34:46,User practices coding daily,emotion,9.3,2.3,"AI, learning, career","[-0.4306, 0.3443, -0.4904, -0.9825, 0.5674]",image,2026-03-12 14:34:46,1,0.83,"technology, education","M0764, M0391",neutral,0.61
M0978,U116,2024-09-11 14:34:46,User is building an AI memory engine,skill,8.4,2.8,"AI, learning, career","[-0.8059, -0.2791, -0.1027, 0.4839, -0.2631]",document,2024-12-05 14:34:46,5,0.91,"technology, education","M0210, M0290",negative,0.73
M0979,U237,2024-07-11 14:34:46,User wants to become an AI engineer,project,9.6,8.7,"AI, learning, career","[0.7768, -0.3541, 0.6125, 0.5851, 0.5296]",voice,2024-09-19 14:34:46,17,0.59,"technology, education","M0915, M0123",positive,0.86
M0980,U225,2024-06-20 14:34:46,User wants to become an AI engineer,relationship,3.7,7.9,"AI, learning, career","[-0.3418, -0.4863, 0.8431, 0.9928, 0.5718]",chatbot,2024-08-04 14:34:46,14,0.81,"technology, education","M0178, M0938",neutral,0.76
M0981,U039,2025-04-25 14:34:46,User wants to become an AI engineer,habit,6.3,6.3,"AI, learning, career","[-0.4072, -0.8094, -0.689, -0.8877, -0.1646]",document,2025-05-24 14:34:46,8,0.47,"technology, education","M0210, M0190",negative,0.75
M0982,U234,2025-09-04 14:34:46,User completed a cloud computing project,personal_info,9.2,8.6,"AI, learning, career","[-0.7567, 0.0649, 0.9478, -0.6434, 0.8043]",voice,2025-12-01 14:34:46,5,0.86,"technology, education","M0931, M0552",negative,0.98
M0983,U098,2024-07-31 14:34:46,User wants to become an AI engineer,career_goal,3.3,9.0,"AI, learning, career","[-0.9882, 0.9882, -0.1249, 0.0651, -0.5582]",voice,2024-09-30 14:34:46,15,0.46,"technology, education","M0111, M0660",negative,0.92
